C:/Users/dattas6/Desktop/Test/cobol/AP00H60A.cbl,FD  PC-EXPENSES,01  PC-REC,NO 
C:/Users/dattas6/Desktop/Test/cobol/AP00H60A.cbl,FD  DISTRB-OUT,01  DSTB-REC,NO 
C:/Users/dattas6/Desktop/Test/cobol/AP00H60A.cbl,FD  AVAIL-VCHR-NO,01  VOUCHER-NO-REC,NO 
C:/Users/dattas6/Desktop/Test/cobol/AP00H60A.cbl,FD  BAL-RPT-FILE,01  BAL-RPT-REC,NO 
C:/Users/dattas6/Desktop/Test/cobol/AP00H60A.cbl,FD  SELECT-FILE-PARAMETER,01  SELECT-REC,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H07A.cbl,FD  CRVITM-FILE,COPY CC15C07.,COPYBOOK 
C:/Users/dattas6/Desktop/Test/cobol/CC15H10A.cbl,FD  PARM-FILE,01  PARM-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H10A.cbl,FD  CRVITEM-FILE,COPY CC15C07.,COPYBOOK 
C:/Users/dattas6/Desktop/Test/cobol/CC15H10A.cbl,FD  EXTRACT-FILE,01  EXTRACT-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H11A.cbl,FD  EXT-FILE,01  EXT-FILE-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H11A.cbl,FD  REPORT-FILE,01  REPORT-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H11A.cbl,FD  DLM-FILE,01  DLM-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H11A.cbl,FD  TAG-FILE,01  TAG-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H25.cbl,FD  FISCAL-FILE,COPY FISCWEEK.,COPYBOOK 
C:/Users/dattas6/Desktop/Test/cobol/CC15H27.cbl,FD  BDA-FILE,01  BDA-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H40A.cbl,FD  PARM-FILE,01  PARM-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H40A.cbl,FD  EXTRACT-FILE,01  EXTRACT-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H41A.cbl,FD  DPC-FILE,01  DPC-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H41A.cbl,FD  REPORT-FILE,01  REPORT-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H41A.cbl,FD  DLM-FILE,01  DLM-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H41A.cbl,FD  TAG-FILE,01  TAG-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H45A.cbl,FD  PARM-FILE,01  PARM-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H45A.cbl,FD  EXTRACT-FILE,01  EXTRACT-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H46A.cbl,FD  PO-FILE,01  PO-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H46A.cbl,FD  REPORT-FILE,01  REPORT-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H46A.cbl,FD  DLM-FILE,01  DLM-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CC15H46A.cbl,FD  TAG-FILE,01  TAG-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  REQUEST-FILE,01  REQUEST-REC,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  IF-ITEM-FILE.,01  IF-ITEM-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  IF-BITEM-FILE.,01  IF-BITEM-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  ITEM-BITEM-FILE.,01  ITEM-BITEM-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  VOG-ITEM-FILE.,01  VOG-ITEM-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  ITEM-VOG-FILE.,01  ITEM-VOG-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  IF-WITEM-FILE.,01  IF-WITEM-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  IF-SALES-FILE.,01  IF-SALES-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  VF-VENDOR-FILE.,01  VF-VENDOR-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  VF-VOG-FILE.,01  VF-VOG-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  IF-REPORT-FILE.,01  IF-REPORT-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  IF-CLASS-FILE.,01  IF-CLASS-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  IF-MTERM-FILE.,01  IF-MTERM-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  COTABLE-FILE,01  COTABLE-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  TBTABLE-FILE,01  TBTABLE-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/CORPDTA.cbl,FD  BUYER-VOG-FILE.,01  BUYER-VOG-REC.,NO 
C:/Users/dattas6/Desktop/Test/cobol/D0402BR.cbl,FD  WHSE-FILE,** C0001 JWD START - CHG 'FD' TO FIXED-LENGTH FORMAT,NO 
C:/Users/dattas6/Desktop/Test/cobol/D2139B.cbl,FD  COST-FILE,01  COST-FILE-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/FM01H01.cbl,FD  CRNT-VENDOR-FILE,01  CRNT-VENDOR-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/FM01H01.cbl,FD  PREV-VENDOR-FILE,01  PREV-VENDOR-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/FM01H01.cbl,FD  CRNT-ADDR-FILE,01  CRNT-ADDR-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/FM01H01.cbl,FD  PREV-ADDR-FILE,01  PREV-ADDR-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/FM01H01.cbl,FD  UPDT-VENDOR-FILE,01  UPDT-VENDOR-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/FM01H01.cbl,FD  UPDT-ADDR-FILE,01  UPDT-ADDR-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/FM01H05.cbl,FD  UPDT-VEND-FILE,01  UPDT-VEND-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/FM01H05.cbl,FD  UPDT-ADDR-FILE,01  UPDT-ADDR-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/FM01H05.cbl,FD  AMMS-VEND-FILE,01  AMMS-VEND-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/II66H07.cbl,FD  ITM-STAT-PRIORITY,01  ITM-PRIORITY-REC.,NO 
C:/Users/dattas6/Desktop/Test/cobol/II66H07.cbl,FD  COST-FILE,01  COST-FILE-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM0010A.cbl,FD  PARM-FILE,01  PARM-REC.,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM0010A.cbl,FD  IMSVSSM.,01  WS-IMSVSSM-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM0010A.cbl,FD  TRAFFIC-COP,01  TRAFFIC-COP-REC.,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM1200A.cbl,FD  TFLINP-FILE,01  TFLINP-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM1200A.cbl,FD  TFLOUT-FILE,01  TFLOUT-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM1200A.cbl,FD  REPORT-FILE,01  REPORT-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM1200A.cbl,FD  PODETL-FILE.,COPY DCSFPOD.,COPYBOOK 
C:/Users/dattas6/Desktop/Test/cobol/IM1200B.cbl,FD  DCSTFL-FILE,01  DCSTFL-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM1200B.cbl,FD  APRCPT-FILE,01  APRCPT-RECORD.,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM1200B.cbl,FD  LNETFL-FILE,01  LNETFL-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM1200B.cbl,FD  FREVFL-FILE,01  FREVFL-RECORD,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM1200B.cbl,FD  IMEXTR-FILE,01  IMEXTR-REC,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM1200B.cbl,FD  REPORT-CCC,01  REPORT-REC,NO 
C:/Users/dattas6/Desktop/Test/cobol/IM1200B.cbl,FD  TFLDTL-FILE,01  TFLDTL-RECORD,NO 
